Time,Nome,Usuario,Texto,Data,topicos,Stop words
Flamengo,Leandro filho do pai e OCTA,@Leandro86367945,vamos paqueta banco pra cima deles,2026-03-19 18:57:37,,"com, no"
Palmeiras,Marco Bortolossoⓟ,@M_Bortolosso,"achei muito ""fofo"" resposta!! tinha mais duro, dando tapa mesa escambau! palmeiras muito prejudicado depois desse episódio campanha contra tudo mais!! são paulo acha ""coitadinho"" usado massa manobra cheirinho!!",2026-03-19 18:57:37,,"essa, que, ser, na, e, o, foi, com, e, e, o, que, se, foi, de, de, do"
Flamengo,FlaInsider_1,@FlaInsider_1,flamengo escalado crf,2026-03-19 18:57:37,,
Corinthians,gato tier,@tierlist90,kkkkkkkkkkkkk vai corinthians,2026-03-19 18:57:37,,
Vasco,João Pedro,@joaopcaldass,"neymar não jogou nada contra vasco? dizendo só fez os 2 gols (2 golaços inclusive) nada mais? assistiu jogo? aliás, vê tanto lançamento enfiada bola dá, santos não dá nada, mas seleção certeza seria mais letal?",2026-03-19 18:57:37,,"o, tu, tá, que, ele, e, tu, o, tu, o, de, e, de, que, ele, que, no, em, na, com"
Grêmio,Freitas,@geromorte,aquele link grêmio x vitória cade????,2026-03-19 18:57:37,,de
Botafogo,;),@gutlouzada,vc não falar botafogo 1 segundo heim! isso.,2026-03-19 18:57:37,,"para, de, do, que"
Corinthians,Alexandre,@Corinthianss93,falo repito quando veio corinthians merecia rebaixamento tomara time caia,2026-03-19 18:57:37,,"eu, e, para, o, que, esse"
Flamengo,Matheus Leal,@matheusleal1,flamengo escalado partida contra remo.,2026-03-19 18:57:37,,"para, a, o"
Grêmio,Ailton Junior,@AiltonJunior_93,número nesse novo uniforme grêmio simplesmente impossível ver,2026-03-19 18:57:37,,"o, do, é, de, se"
Flamengo,アレクサンドル・ジェス,@GesuAlexandre,"“qm seu primeiro amor ?” – flamengo, continua sendo sempre será.",2026-03-19 18:57:37,,"foi, o, o, ele, e"
Cruzeiro,Melhores Destinos,@passagensaereas,como planejar seu cruzeiro economizar: dicas ao vivo!,2026-03-19 18:57:37,,e
Flamengo,Pretinha ზ,@KeepCalmDhebora,flamengo entra campo daqui pouco não estou maracanã pra ver jogo.,2026-03-19 18:57:37,,"em, a, e, eu, no, esse"
Grêmio,ezequiel,@ezequielcomenta,vamo pra cima grêmio,2026-03-19 18:57:37,,
Flamengo,Junior Thomaz.,@OprimeJN1,"gabriel marco história flamengo. personificação rubro negro campo, além decisivo iluminado pra caralho. fdp fazia muita merda, mas finais, tava lá pra cravar sempre. ídolo eterno.",2026-03-19 18:57:37,,"é, um, na, do, do, em, de, ser, e, esse, em, ele"
Flamengo,Henry Hugo Ekitikeᶜʳᶠ,@marruht,"flamengo pacaralho, porra",2026-03-19 18:57:37,,
Grêmio,Arena Rubro-Negra,@ArenaRubroECV,começa jogo! grêmio x vitória transmissão ao vivo: …,2026-03-19 18:57:37,,o
Cruzeiro,Tretas Cruzeiro,@Tretascruzeiro,vou falar vez pra vc entender todas as maiores torcidas organizadas cruzeiro estao bolso pedrinho nunca nunca vao la reclamar n recebem pouco n fora os ingressos ônibus fretados alimentação nunca foram cruzeirenses verdade,2026-03-19 18:57:37,,"uma, do, no, do, e, e, eles, de"
Palmeiras,Espetacular Wilson Mateus,@arielcabeludo,"nao atoa tanso canta ""meu palmeiras, meu palmeiras"" hino, qi negativo n decepciona, savoia meu ovo",2026-03-19 18:57:37,,"e, que, o, no, é"
Flamengo,Lescaut ᶜʳᶠ,@Douglaslescaut,"tirando parte hipocrisia verde, ja abel so fala nisso coletivas, áurea 0 desse mano ai, boto seus dentes solta frase aí sim muda tudo, pq segundo imprensa sp foram as frases boto fez flamengo ganhar kkk",2026-03-19 18:57:37,,"a, da, que, é, o, que, nas, com, uma, e, a, de, do, que, o"
Grêmio,Betzy | AI Goal Intelligence,@BetzyBets,grêmio vs vitória brasileirão betano betzy ai tracking live — instant goal alerts for premium.,2026-03-19 18:57:37,"Football, Grmio, Vitria",
Flamengo,Luiz Gustavo,@luizgcm18,"royal luiz araújo entre os titulares, flamengo escalado enfrentar remo.",2026-03-19 18:57:37,,"com, e, o, para, o"
Flamengo,FlaUruguai,@edneydenis,"exatamente oq vc ouviu. fim contas formação liga vai depender flamengo, vc gostando ou não.",2026-03-19 18:57:37,,"no, das, a, da, do"
Cruzeiro,Sassa,@Sasamsb,"oxe!! sou comum! amo maquiagem, inclusive sou maquiadora! louca cruzeiro!",2026-03-19 18:57:37,,"eu, e, com, o"
Santos,Alan,@Alan_Pavanetti_,"ate nisso santos perde, pior pagina mil grau clubes",2026-03-19 18:57:37,,"o, tem, a, dos"
Grêmio,FILIPI,@filipidosreis3,"bola rolando grêmio x vitória pelo campeonato brasileiro 2026. vamos, grêmio!!! dá-lhe tricolor!!!",2026-03-19 18:57:37,"Grêmio, Futebol, DiaDeGrêmio, Brasileirão2026",para
Grêmio,Antoniofbpa,@Antonio1903_,manda figu aí grêmio fazendo favor,2026-03-19 18:57:37,,"umas, do"
Santos,@CasalRN81,·,"você quer comparar neymar horroroso time santos, neymar seleção brasileira??? abra mente venê!!!",2026-03-19 19:03:37,,"no, do, e, na, a"
São Paulo,gabs,@gfelps_jk,"voltando pra são paulo, só n vou me matar pq estou voltando pro lolla",2026-03-19 18:56:37,,
Flamengo,Choque Rubro Negro,@ChoqueRN,flamengo escalado duelo contra remo.,2026-03-19 18:56:37,,"para, o, o"
Grêmio,HIGOR,@Fute_RS,começou brasileirão série 2026 7º rodada grêmio 0 x 0 vitória,2026-03-19 18:56:37,,a
Palmeiras,Alessandro Tsv,@LeonidesAl61140,"começar organizar dentro . seu abel ferreira começou campeonato falando jogo,são paulo x palmeiras 2025 pelo ontem falou",2026-03-19 18:56:37,,"de, o, do, de"
Botafogo,Era Um Dia 30 Como Esse ★彡,@ThiagoSouzaMac5,"os torcedores reclamam dinheiro veio pra cá. os torcedores reclamam dinheiro pra lá. resumindo textor sumiu dinheiro, fudeu todo mundo deixou todo mundo duro.",2026-03-19 18:56:37,,"do, que, o, do, que, o, foi, o, com, o, e"
Corinthians,𝐍𝐀𝐂𝐈𝐎𝐍𝐀𝐋,@bolsocampeon899,nacional corinthians santa fe sporting cristal,2026-03-19 18:56:37,,
Santos,✮ ✮ ✮ ✮ ✮,@twilightini,"acho uó. os dois lados tão atacando fav outro, como toda treta divas pop, mas sempre sobra apenas pros tinistas. santos não somos, sabemos, mas né, nenhum é. gera impacto quantidade maior tinistas existem mesmo",2026-03-19 18:56:37,,"isso, o, a, do, em, de, e, o, que, é, a, de, que"
Grêmio,CFD - Futebol e Fantasies,@CFD_Oficial,bola rolando arena: grêmio x vitória,2026-03-19 18:56:37,,na
Palmeiras,Paulo Onobre,@PauloOnobre2021,"método são paulo, desde os anos 40, palmeiras só rebateu.",2026-03-19 18:56:37,,"do, o"
Vasco,Camarada Betão,@apenas_Beto,processo apequenamento vasco tragicômico.,2026-03-19 18:56:37,,"o, de, do"
Flamengo,wellsy,@almostgris,"real maioria ali nem sequer procurou saber detalhes, já estão acostumados contrariar tudo flamengo faz",2026-03-19 18:56:37,,"a, é, que, a, dos, é, que, a, que, o"
Internacional,A BOLA,@abolapt,liga europa: confira os jogos quartos final eventuais meias-finais leia aqui:,2026-03-19 18:56:37,"futebol, internacional","dos, de, e"
Flamengo,wellsy,@almostgris,akajakalkajajkak ficou cambada presidente clube imprensa chorando acabou flamengo tinha razão (obviamente),2026-03-19 18:56:37,,"uma, de, de, e, da, e, que, o"
Grêmio,memes futebolisticos. - vito,@Mfutebolisticos,silêncio começou grêmio x vitória vai tomar c chorume grêmio,2026-03-19 18:56:37,,"que, no, do"
Grêmio,Guaíba Esporte,@GuaibaEsporte,"bola rolando! começa, arena, grêmio x vitória, partida válida pela sétima rodada brasileirão. fm | app",2026-03-19 18:56:37,,"na, do"
Grêmio,𝗧𝗵𝗮𝗻𝗼𝘀,@othanosbr,começou arena grêmio grêmio x vitória,2026-03-19 18:56:37,Brasileirão2026,"na, do"
Flamengo,edson Silveira Itajai,@edsongeraldoSi3,"vermelho, sangue! preto, raça! grupo, união! terceira final libertadores sub-20 seguida os garotos ninho! domingo, vamos mais vez busca glória eterna! vamos, flamengoooooooooooooo",2026-03-19 18:56:37,,"no, no, no, de, para, do, uma, em, da"
Botafogo,FogãoNET ★彡,@fogaonet,"jogadores botafogo reúnem, reforçam confiança trabalho apoiam martín anselmi",2026-03-19 18:56:37,,"do, se, no, e"
São Paulo,Marco Maccaronni,@MaccaMarco94900,"""amigo ... tudo post tipo resposta seguidor seita, não consegue apontar nada bom prático. nem formado é. educação: estudou direito universidade são paulo (usp), mas não concluiu curso. currículo dele ""blá blá blá"" só engana trouxas",2026-03-19 18:56:37,,"isso, por, no, é, de, de, de, na, na, de, o, é, que"
Grêmio,Rádio Grenal,@rdgrenal,00'/1° - começa partida! 0 x 0 campeonato brasileiro 2026,2026-03-19 18:56:37,"Grêmio, Vitória",a
Flamengo,Flamengo | Coluna do Fla,@ColunadoFla,"flamengo escalado | samuel lino entre os titulares, leonardo jardim define time confronto contra remo, às 20h, maracanã.",2026-03-19 18:56:37,,"com, o, para, o, o, no"
Palmeiras,SPFC SEMPRE,@SPFC_633,"quando perdemos bola nunca teve chororo, mas vcs precisam homens admitir tivemos 3 jogos recentes lances escandalosos favor palmeiras",2026-03-19 18:56:37,,"na, ser, e, que, com, a, do"
Grêmio,tai,@taipdsgn,uniforme novo grêmio = arte pura,2026-03-19 18:56:37,,do
Flamengo,Maria Júlia é TETRACAMPEÃ DA AMÉRICA,@majubraz3,"mana sei, mas tô falando vi cartas, n vou mentir sobre vi, posso errada, posso, mas minha interpretação flamengo energia expulsão, tiver expulsão, pode trazer dificuldade pro jogo",2026-03-19 18:56:37,,"eu, o, que, eu, é, o, que, das, eu, que, eu, tá, foi, e, tem, de, se"
Palmeiras,Camila Alves,@camilac_alves,"palmeiras receberá vitória, às 11h domingo, allianz parque, pelo brasileiro feminino! ingressos custam r$ 10 r$ 20, oportunidade legal ver time feminino joga muito barueri. ingressos vendidos. clube passou todo jogo ontem divulgando.",2026-03-19 18:56:37,,"o, o, do, no, e, em, uma, de, o, que, em, tem, o"
Grêmio,O Grêmio ainda me mata,@ogammt,começa jogo! grêmio 0x0 vitória,2026-03-19 18:56:37,,o
Santos,HIT! Magazine,@hitmagazine_br,foto: starship entertainment booking: carol steinert texto: janeise santos chamada capa: carol steinert marcella almeida edição capa: gustavo luz,2026-03-19 18:56:37,,"de, e, de"
Flamengo,Camisa 10,@camisa10_app,flamengo mira recorde histórico brasileirão jogo contra remo; entenda leia matéria completa … baixe app camisa 10 play store!,2026-03-19 18:56:37,Flamengo,"no, em, o, a, em, o, na"
Santos,Arthur Jurídico Isiah Stewart,@FalsoBahiano,"ah vtnc, desgraçado assaltou contra santos agora vai apitar outro clássico? diretoria continua sendo piada!",2026-03-19 18:56:37,,"esse, nos, o, e, uma"
São Paulo,vit,@mcbadkarma,conceito trajeto pro aeroporto belo horizonte demorar mais voo pra são paulo,2026-03-19 18:56:37,,"o, do, de, que, um"
Grêmio,᳂,@pepsibleck,"coral peito absurdamente dourado ridículo, chama mais atenção próprio escudo grêmio. imbecil designer não sabe converter imagem pra png? pelo amor deus",2026-03-19 18:56:37,,"esse, no, é, do, que, o, do, o, do, uma, de"
Flamengo,Central do Fla,@CentralFlaNacao,"escalação flamengo jogo hoje, contra remo!",2026-03-19 18:56:37,,"essa, é, a, do, para, o, de, o"
Grêmio,Catarini,@Catarini_Gui,"grêmio tocar 3 nesse vitória hoje, vou comprar camisa nova só pra dar sorte",2026-03-19 18:56:37,,"se, o, uns, a"
Flamengo,Betano Brasil,@Betano_BR,galera confia peso camisa mengão! pedro vai deixar dele liderar flamengo maracanã pelo brasileirão betano?,2026-03-19 18:55:37,"Confia, Betano","a, em, no, do, o, e, o, no"
Santos,OCorre News,@ocorrenews,"gui santos segue empilhando elogios golden state warriors único brasileiro nba, ala exaltado pelo técnico steve kerr pelos companheiros, destacaram sua energia, alegria crescimento dentro equipe. além prestígio bastidores, gui renovou os",2026-03-19 18:55:37,,"no, na, o, foi, e, que, e, da, do, nos, com"
Flamengo,Isto és Madrid!!!,@speciallone5,"vibra estádio olímpico cidade histórica, cenas mais lindas já vi esporte…. mas jogador santiago castro, agradeço deus todos os dias flamengo não ter trago.",2026-03-19 18:55:37,,"o, da, uma, das, que, no, que, é, a, por"
Corinthians,Gazeta Esportiva,@gazetaesportiva,corinthians volta chapecó após quatro anos defende bom retrospecto,2026-03-19 18:55:37,"GazetaEsportiva, GazetaTimao","a, e"
Flamengo,Centrl do Clube do Remo¹⁹⁰⁵ #FORACONDÉ,@CentralRemo1905,ei central fala remo não ganha flamengo hoje só pra testar negócio,2026-03-19 18:55:37,,"que, o, do, um"
Cruzeiro,Fabrício Duarte,@Fabricio_d_l,"tal guilherme q macaco perfil camisa cruzeiro faz dó. quer cabeça pedrinho, quer q leve saia pq segundo nao sabe administrar nao devido ao início péssimo ano. kkkkk sempre quebrado q cobra dinheiros outros.",2026-03-19 18:55:37,,"de, um, tem, de, com, do, que, a, do, ele, e, esse, um, com, dos"
Botafogo,Victor ★彡CAMPEÃO DA AMÉRICA,@emanoelvicto777,"ponto. elenco era incrível, tão incrível os rivais até hj tentam montar pedaços dele. não vou diminuir jogador medíocre pro rival sp, mas grande parte deve seu auge(no botafogo) ao gregore, dominava meio campo, marcava dois.",2026-03-19 18:55:37,,"o, que, esse, que, foi, de, ele, em, que, o, de, e, por"
Grêmio,CAU-TE-LA,@JuarezRoth,camisa nova grêmio parece até tão bonita.,2026-03-19 18:55:37,,"a, do, a, de"
Santos,Vinz.crr,@Vinz_Crr,"diretoria vexatória, saiam santos já!",2026-03-19 18:55:37,,do
Flamengo,nell,@mojitoearp,meu pai raiva pq meu tio não sabe onde cruzeiro joga aí veio me perguntar até sabia ainda sabia flamengo,2026-03-19 18:55:37,,"com, o, ele, que, eu, e, eu, do"
Santos,juliana figueiredo,@jufigue,"halloween teve origem festas cristãs, trazidas pelos imigrantes irlandeses, período 1845. festa era chamada dia todos os santos, inglês “all hallow’s eve”, então carinhosamente chamado “halloween”. além elitista, patricinha ignorante",2026-03-19 18:55:37,,"o, em, uma, das, no, de, a, de, no, e, de, de, a, é"
Flamengo,Clara É TETRA,@clarapralon,nessa ordem: bi mundial flamengo sesc voltando ganhar superliga sfv ganhando pelo menos vnl bruno fernandes ganhando pl marc skinner fora united feminino título mundial seleção feminina futebol,2026-03-19 18:55:37,,"do, a, a, uma, uma, do, da, de"
Fluminense,Airton,@Airton1075,fluminense situação bizarra indesculpável,2026-03-19 18:55:37,,"em, e"
Vasco,val que viu a TAYLOR SWIFT,@3butterfly__01,vasco ganhando pq os jogadores colocam funk vestiário não louvor,2026-03-19 18:55:37,,"o, tá, no, e"
Flamengo,Debinha,@korranony,"vou perder jogo flamengo mesmo, vou estar estrada, chegando uauá não vai dar tempo, etc",2026-03-19 18:55:37,,"o, do, na, em"
Flamengo,Coimbra 12,@Coimbra12crf,kkkkkkkkk kings league certeza neymar joga flamengo,2026-03-19 18:55:37,,"na, que, o, no"
São Paulo,fernando mortari,@fernandohubne11,lembro quando fui ao brasil são paulo lá julho 2009 tomei sorvete kibon limão feito receita europa maravilhosa lembro até hoje gosto lembro até hoje,2026-03-19 18:55:37,,"de, em, de, um, da, de, com, uma, da, o"
Corinthians,Mala Oficial,@prmalaoficial,"sinceramente, alguém acha razoável tipo conversa grupo núcleo estudos corinthians? lamentável, mas único assunto desse pessoal bater outros.",2026-03-19 18:55:37,,"que, é, esse, de, em, um, do, de, do, o, é, nos"
Santos,Noite de Galo,@noitedegalo_,"sessão está marcada próxima terça-feira (24/3), partir 19h, região centro-sul capital mineira. processo extenso cita 13 atletas raposa 12 galo, além ambos os clubes massagista atleticano, aluizio carlos santos.",2026-03-19 18:55:37,,"a, para, a, a, das, na, da, o, é, e, da, e, do, de, e, do, dos"
Flamengo,Joy Tetra,@alvjoy_,"todo jogo flamengo fico ansiosa, tô aqui frio barriga já vestida meu manto tetra",2026-03-19 18:55:37,,"do, eu, com, na, e, com, do"
São Paulo,quem dera,@jasoucancelado,queridos este fim semana não chove são paulo! vivam!!,2026-03-19 18:54:37,,"de, em"
São Paulo,Seu Jorge,@Dionatamosley,quero morar bela vista são paulo,2026-03-19 18:54:37,,"na, em"
Palmeiras,Jovem Lobo,@Jaehaerystan,"uau. tenho certeza os torcedores inter, palmeiras quem mais tivesse disputando título choram mesmo jeito. as mesmas lágrimas. não falou nada outra, acha mesmo são paulo não teve 1 único erro arbitragem nesse tricampeonato? pqp",2026-03-19 18:54:37,,"que, do, e, o, do, com, de, e, tu, que, o, de"
Vasco,willhg11,@willhg11,"pode até não parecer, mas vasco está voltando ficar acostumado saber jogar jogo grande tomar atitude meio à dificuldade contra grandes adversários, não mais contexto luta rebaixamento. sonhar alto mesmo, pensar time pode chegar cabeças+",2026-03-19 18:54:37,,"o, a, a, e, em, e, é, no, de, por, é, no, de, que, o, nas"
Santos,Visão Pátria,@PatriaVisao,"poderia também, , dizer você tinha, ainda período exposed você deu hytalo santos, post seu perfil (que você só apagou quando questionou)?",2026-03-19 18:54:37,,"por, que, no, do, que, no, esse, em"
Corinthians,𝕵𝖊𝖋𝖋𝖊𝖗𝖘𝖔𝖓 𝕲𝖆𝖇𝖗𝖎𝖊𝖑 ˢᶜᶜᵖ,@sccpjeffx,corinthians,2026-03-19 18:54:37,,
Vasco,;leachiim,@mikeawful,"mas gols contra adversários contra adversários fracos, não jogando nada. contra vasco não bem, apesar gols. então só número gols credencia? justificativa? estatística levar seleção?",2026-03-19 18:54:37,,"ele, tá, ele, foi, dos, é, de, que, essa, é, a, para, para"
São Paulo,ANDERSON SANTOSᶜʳᶠ ⁴Lib • ⁹BR | sem fax,@andimitb,"são paulo né acaso são paulo está reclamando até hoje ramon abel abati não apitar os jogos kkk como diz arnaldo ribeiro ""é raro time prejudicado reclamar menos beneficiado""",2026-03-19 18:54:37,,"por, é, o, que, do, o, o, que, o"
Flamengo,𝖆𝖏 | lost ﮩ٨ـ✠ﮩ,@aj_alex7,"vem acontecendo torcida flamengo pelo visto agora torcida fluminense bizarro. estão trocando torcedor espectadores. nao pode comemorar depois virar jogo pra 3x2 contra rival, não pode mais nada futebol.",2026-03-19 18:54:37,,"o, que, na, do, e, na, do, é, eles, por, se, de, um, um, no"
Corinthians,Chapecoense,@ChapecoenseReal,manto preparado! estamos prontos confronto diante corinthians! luiz ferrazzo | acf,2026-03-19 18:54:37,"VamosChape, NósSomosAChape","para, o, do"
